[exp1_alpha0.0_seed0] round=1 alpha=0.0 cids=[11551278175564718223, 11834358558875259677, 14787676004526398100, 17033066580346605122] num_examples=[199, 30, 85, 172] normalized_weights=[0.25, 0.25, 0.25, 0.25]
[exp5_epsnoDP_seed1] round=19 alpha=1.0 cids=[4952765179828090127, 14974747422337906472, 15750432924031667277, 17764049727322431411] num_examples=[30, 85, 172, 199] normalized_weights=[0.061728, 0.174897, 0.353909, 0.409465]
[exp5_epsnoDP_seed1] round=20 alpha=1.0 cids=[4952765179828090127, 14974747422337906472, 15750432924031667277, 17764049727322431411] num_examples=[30, 85, 172, 199] normalized_weights=[0.061728, 0.174897, 0.353909, 0.409465]
[exp5_epsnoDP_seed2] round=1 alpha=1.0 cids=[6052893465674891903, 13639803348942811720, 15581438036912316706, 18383864718997803061] num_examples=[199, 85, 30, 172] normalized_weights=[0.409465, 0.174897, 0.061728, 0.353909]
[exp5_epsnoDP_seed2] round=2 alpha=1.0 cids=[6052893465674891903, 13639803348942811720, 15581438036912316706, 18383864718997803061] num_examples=[199, 85, 30, 172] normalized_weights=[0.409465, 0.174897, 0.061728, 0.353909]
[exp5_epsnoDP_seed2] round=3 alpha=1.0 cids=[6052893465674891903, 13639803348942811720, 15581438036912316706, 18383864718997803061] num_examples=[199, 85, 30, 172] normalized_weights=[0.409465, 0.174897, 0.061728, 0.353909]
[exp5_epsnoDP_seed2] round=4 alpha=1.0 cids=[6052893465674891903, 13639803348942811720, 15581438036912316706, 18383864718997803061] num_examples=[199, 85, 30, 172] normalized_weights=[0.409465, 0.174897, 0.061728, 0.353909]
[exp5_epsnoDP_seed2] round=5 alpha=1.0 cids=[6052893465674891903, 13639803348942811720, 15581438036912316706, 18383864718997803061] num_examples=[199, 85, 30, 172] normalized_weights=[0.409465, 0.174897, 0.061728, 0.353909]
[exp5_epsnoDP_seed2] round=6 alpha=1.0 cids=[6052893465674891903, 13639803348942811720, 15581438036912316706, 18383864718997803061] num_examples=[199, 85, 30, 172] normalized_weights=[0.409465, 0.174897, 0.061728, 0.353909]
[exp5_epsnoDP_seed2] round=7 alpha=1.0 cids=[6052893465674891903, 13639803348942811720, 15581438036912316706, 18383864718997803061] num_examples=[199, 85, 30, 172] normalized_weights=[0.409465, 0.174897, 0.061728, 0.353909]
[exp5_epsnoDP_seed2] round=8 alpha=1.0 cids=[6052893465674891903, 13639803348942811720, 15581438036912316706, 18383864718997803061] num_examples=[199, 85, 30, 172] normalized_weights=[0.409465, 0.174897, 0.061728, 0.353909]
[exp5_epsnoDP_seed2] round=9 alpha=1.0 cids=[6052893465674891903, 13639803348942811720, 15581438036912316706, 18383864718997803061] num_examples=[199, 85, 30, 172] normalized_weights=[0.409465, 0.174897, 0.061728, 0.353909]
[exp5_epsnoDP_seed2] round=10 alpha=1.0 cids=[6052893465674891903, 13639803348942811720, 15581438036912316706, 18383864718997803061] num_examples=[199, 85, 30, 172] normalized_weights=[0.409465, 0.174897, 0.061728, 0.353909]
[exp5_epsnoDP_seed2] round=11 alpha=1.0 cids=[6052893465674891903, 13639803348942811720, 15581438036912316706, 18383864718997803061] num_examples=[199, 85, 30, 172] normalized_weights=[0.409465, 0.174897, 0.061728, 0.353909]
[exp5_epsnoDP_seed2] round=12 alpha=1.0 cids=[6052893465674891903, 13639803348942811720, 15581438036912316706, 18383864718997803061] num_examples=[199, 85, 30, 172] normalized_weights=[0.409465, 0.174897, 0.061728, 0.353909]
[exp5_epsnoDP_seed2] round=13 alpha=1.0 cids=[6052893465674891903, 13639803348942811720, 15581438036912316706, 18383864718997803061] num_examples=[199, 85, 30, 172] normalized_weights=[0.409465, 0.174897, 0.061728, 0.353909]
[exp5_epsnoDP_seed2] round=14 alpha=1.0 cids=[6052893465674891903, 13639803348942811720, 15581438036912316706, 18383864718997803061] num_examples=[199, 85, 30, 172] normalized_weights=[0.409465, 0.174897, 0.061728, 0.353909]
[exp5_epsnoDP_seed2] round=15 alpha=1.0 cids=[6052893465674891903, 13639803348942811720, 15581438036912316706, 18383864718997803061] num_examples=[199, 85, 30, 172] normalized_weights=[0.409465, 0.174897, 0.061728, 0.353909]
[exp5_epsnoDP_seed2] round=16 alpha=1.0 cids=[6052893465674891903, 13639803348942811720, 15581438036912316706, 18383864718997803061] num_examples=[199, 85, 30, 172] normalized_weights=[0.409465, 0.174897, 0.061728, 0.353909]
[exp5_epsnoDP_seed2] round=17 alpha=1.0 cids=[6052893465674891903, 13639803348942811720, 15581438036912316706, 18383864718997803061] num_examples=[199, 85, 30, 172] normalized_weights=[0.409465, 0.174897, 0.061728, 0.353909]
[exp5_epsnoDP_seed2] round=18 alpha=1.0 cids=[6052893465674891903, 13639803348942811720, 15581438036912316706, 18383864718997803061] num_examples=[199, 85, 30, 172] normalized_weights=[0.409465, 0.174897, 0.061728, 0.353909]
[exp5_epsnoDP_seed2] round=19 alpha=1.0 cids=[6052893465674891903, 13639803348942811720, 15581438036912316706, 18383864718997803061] num_examples=[199, 85, 30, 172] normalized_weights=[0.409465, 0.174897, 0.061728, 0.353909]
[exp5_epsnoDP_seed2] round=20 alpha=1.0 cids=[6052893465674891903, 13639803348942811720, 15581438036912316706, 18383864718997803061] num_examples=[199, 85, 30, 172] normalized_weights=[0.409465, 0.174897, 0.061728, 0.353909]
[exp5_eps1.0_seed0] round=1 alpha=1.0 cids=[1581507870289079545, 8208766363054725186, 8540506730939184126, 17482247136486846336] num_examples=[199, 85, 172, 30] normalized_weights=[0.409465, 0.174897, 0.353909, 0.061728]
[exp5_eps1.0_seed0] round=2 alpha=1.0 cids=[1581507870289079545, 8208766363054725186, 8540506730939184126, 17482247136486846336] num_examples=[199, 85, 172, 30] normalized_weights=[0.409465, 0.174897, 0.353909, 0.061728]
[exp5_eps1.0_seed0] round=3 alpha=1.0 cids=[1581507870289079545, 8208766363054725186, 8540506730939184126, 17482247136486846336] num_examples=[199, 85, 172, 30] normalized_weights=[0.409465, 0.174897, 0.353909, 0.061728]
[exp5_eps1.0_seed0] round=4 alpha=1.0 cids=[1581507870289079545, 8208766363054725186, 8540506730939184126, 17482247136486846336] num_examples=[199, 85, 172, 30] normalized_weights=[0.409465, 0.174897, 0.353909, 0.061728]
[exp5_eps1.0_seed0] round=5 alpha=1.0 cids=[1581507870289079545, 8208766363054725186, 8540506730939184126, 17482247136486846336] num_examples=[199, 85, 172, 30] normalized_weights=[0.409465, 0.174897, 0.353909, 0.061728]
[exp5_eps1.0_seed0] round=6 alpha=1.0 cids=[1581507870289079545, 8208766363054725186, 8540506730939184126, 17482247136486846336] num_examples=[199, 85, 172, 30] normalized_weights=[0.409465, 0.174897, 0.353909, 0.061728]
[exp5_eps1.0_seed0] round=7 alpha=1.0 cids=[1581507870289079545, 8208766363054725186, 8540506730939184126, 17482247136486846336] num_examples=[199, 85, 172, 30] normalized_weights=[0.409465, 0.174897, 0.353909, 0.061728]
[exp5_eps1.0_seed0] round=8 alpha=1.0 cids=[1581507870289079545, 8208766363054725186, 8540506730939184126, 17482247136486846336] num_examples=[199, 85, 172, 30] normalized_weights=[0.409465, 0.174897, 0.353909, 0.061728]
[exp5_eps1.0_seed0] round=9 alpha=1.0 cids=[1581507870289079545, 8208766363054725186, 8540506730939184126, 17482247136486846336] num_examples=[199, 85, 172, 30] normalized_weights=[0.409465, 0.174897, 0.353909, 0.061728]
[exp5_eps1.0_seed0] round=10 alpha=1.0 cids=[1581507870289079545, 8208766363054725186, 8540506730939184126, 17482247136486846336] num_examples=[199, 85, 172, 30] normalized_weights=[0.409465, 0.174897, 0.353909, 0.061728]
[exp5_eps1.0_seed0] round=11 alpha=1.0 cids=[1581507870289079545, 8208766363054725186, 8540506730939184126, 17482247136486846336] num_examples=[199, 85, 172, 30] normalized_weights=[0.409465, 0.174897, 0.353909, 0.061728]
[exp5_eps1.0_seed0] round=12 alpha=1.0 cids=[1581507870289079545, 8208766363054725186, 8540506730939184126, 17482247136486846336] num_examples=[199, 85, 172, 30] normalized_weights=[0.409465, 0.174897, 0.353909, 0.061728]
[exp5_eps1.0_seed0] round=13 alpha=1.0 cids=[1581507870289079545, 8208766363054725186, 8540506730939184126, 17482247136486846336] num_examples=[199, 85, 172, 30] normalized_weights=[0.409465, 0.174897, 0.353909, 0.061728]
[exp5_eps1.0_seed0] round=14 alpha=1.0 cids=[1581507870289079545, 8208766363054725186, 8540506730939184126, 17482247136486846336] num_examples=[199, 85, 172, 30] normalized_weights=[0.409465, 0.174897, 0.353909, 0.061728]
[exp5_eps1.0_seed0] round=15 alpha=1.0 cids=[1581507870289079545, 8208766363054725186, 8540506730939184126, 17482247136486846336] num_examples=[199, 85, 172, 30] normalized_weights=[0.409465, 0.174897, 0.353909, 0.061728]
[exp5_eps1.0_seed0] round=16 alpha=1.0 cids=[1581507870289079545, 8208766363054725186, 8540506730939184126, 17482247136486846336] num_examples=[199, 85, 172, 30] normalized_weights=[0.409465, 0.174897, 0.353909, 0.061728]
[exp5_eps1.0_seed0] round=17 alpha=1.0 cids=[1581507870289079545, 8208766363054725186, 8540506730939184126, 17482247136486846336] num_examples=[199, 85, 172, 30] normalized_weights=[0.409465, 0.174897, 0.353909, 0.061728]
[exp5_eps1.0_seed0] round=18 alpha=1.0 cids=[1581507870289079545, 8208766363054725186, 8540506730939184126, 17482247136486846336] num_examples=[199, 85, 172, 30] normalized_weights=[0.409465, 0.174897, 0.353909, 0.061728]
[exp5_eps1.0_seed0] round=19 alpha=1.0 cids=[1581507870289079545, 8208766363054725186, 8540506730939184126, 17482247136486846336] num_examples=[199, 85, 172, 30] normalized_weights=[0.409465, 0.174897, 0.353909, 0.061728]
[exp5_eps1.0_seed0] round=20 alpha=1.0 cids=[1581507870289079545, 8208766363054725186, 8540506730939184126, 17482247136486846336] num_examples=[199, 85, 172, 30] normalized_weights=[0.409465, 0.174897, 0.353909, 0.061728]
[exp5_eps1.0_seed1] round=1 alpha=1.0 cids=[795880063673760699, 6116716181197858021, 16829448284031239368, 17920568668605337113] num_examples=[172, 30, 199, 85] normalized_weights=[0.353909, 0.061728, 0.409465, 0.174897]
[exp5_eps1.0_seed1] round=2 alpha=1.0 cids=[795880063673760699, 6116716181197858021, 16829448284031239368, 17920568668605337113] num_examples=[172, 30, 199, 85] normalized_weights=[0.353909, 0.061728, 0.409465, 0.174897]
[exp5_eps1.0_seed1] round=3 alpha=1.0 cids=[795880063673760699, 6116716181197858021, 16829448284031239368, 17920568668605337113] num_examples=[172, 30, 199, 85] normalized_weights=[0.353909, 0.061728, 0.409465, 0.174897]
[exp5_eps1.0_seed1] round=4 alpha=1.0 cids=[795880063673760699, 6116716181197858021, 16829448284031239368, 17920568668605337113] num_examples=[172, 30, 199, 85] normalized_weights=[0.353909, 0.061728, 0.409465, 0.174897]
[exp5_eps1.0_seed1] round=5 alpha=1.0 cids=[795880063673760699, 6116716181197858021, 16829448284031239368, 17920568668605337113] num_examples=[172, 30, 199, 85] normalized_weights=[0.353909, 0.061728, 0.409465, 0.174897]
[exp5_eps1.0_seed1] round=6 alpha=1.0 cids=[795880063673760699, 6116716181197858021, 16829448284031239368, 17920568668605337113] num_examples=[172, 30, 199, 85] normalized_weights=[0.353909, 0.061728, 0.409465, 0.174897]
[exp5_eps1.0_seed1] round=7 alpha=1.0 cids=[795880063673760699, 6116716181197858021, 16829448284031239368, 17920568668605337113] num_examples=[172, 30, 199, 85] normalized_weights=[0.353909, 0.061728, 0.409465, 0.174897]
[exp5_eps1.0_seed1] round=8 alpha=1.0 cids=[795880063673760699, 6116716181197858021, 16829448284031239368, 17920568668605337113] num_examples=[172, 30, 199, 85] normalized_weights=[0.353909, 0.061728, 0.409465, 0.174897]
[exp5_eps1.0_seed1] round=9 alpha=1.0 cids=[795880063673760699, 6116716181197858021, 16829448284031239368, 17920568668605337113] num_examples=[172, 30, 199, 85] normalized_weights=[0.353909, 0.061728, 0.409465, 0.174897]
[exp5_eps1.0_seed1] round=10 alpha=1.0 cids=[795880063673760699, 6116716181197858021, 16829448284031239368, 17920568668605337113] num_examples=[172, 30, 199, 85] normalized_weights=[0.353909, 0.061728, 0.409465, 0.174897]
[exp5_eps1.0_seed1] round=11 alpha=1.0 cids=[795880063673760699, 6116716181197858021, 16829448284031239368, 17920568668605337113] num_examples=[172, 30, 199, 85] normalized_weights=[0.353909, 0.061728, 0.409465, 0.174897]
[exp5_eps1.0_seed1] round=12 alpha=1.0 cids=[795880063673760699, 6116716181197858021, 16829448284031239368, 17920568668605337113] num_examples=[172, 30, 199, 85] normalized_weights=[0.353909, 0.061728, 0.409465, 0.174897]
[exp5_eps1.0_seed1] round=13 alpha=1.0 cids=[795880063673760699, 6116716181197858021, 16829448284031239368, 17920568668605337113] num_examples=[172, 30, 199, 85] normalized_weights=[0.353909, 0.061728, 0.409465, 0.174897]
[exp5_eps1.0_seed1] round=14 alpha=1.0 cids=[795880063673760699, 6116716181197858021, 16829448284031239368, 17920568668605337113] num_examples=[172, 30, 199, 85] normalized_weights=[0.353909, 0.061728, 0.409465, 0.174897]
[exp5_eps1.0_seed1] round=15 alpha=1.0 cids=[795880063673760699, 6116716181197858021, 16829448284031239368, 17920568668605337113] num_examples=[172, 30, 199, 85] normalized_weights=[0.353909, 0.061728, 0.409465, 0.174897]
[exp5_eps1.0_seed1] round=16 alpha=1.0 cids=[795880063673760699, 6116716181197858021, 16829448284031239368, 17920568668605337113] num_examples=[172, 30, 199, 85] normalized_weights=[0.353909, 0.061728, 0.409465, 0.174897]
[exp5_eps1.0_seed1] round=17 alpha=1.0 cids=[795880063673760699, 6116716181197858021, 16829448284031239368, 17920568668605337113] num_examples=[172, 30, 199, 85] normalized_weights=[0.353909, 0.061728, 0.409465, 0.174897]
[exp5_eps1.0_seed1] round=18 alpha=1.0 cids=[795880063673760699, 6116716181197858021, 16829448284031239368, 17920568668605337113] num_examples=[172, 30, 199, 85] normalized_weights=[0.353909, 0.061728, 0.409465, 0.174897]
[exp5_eps1.0_seed1] round=19 alpha=1.0 cids=[795880063673760699, 6116716181197858021, 16829448284031239368, 17920568668605337113] num_examples=[172, 30, 199, 85] normalized_weights=[0.353909, 0.061728, 0.409465, 0.174897]
[exp5_eps1.0_seed1] round=20 alpha=1.0 cids=[795880063673760699, 6116716181197858021, 16829448284031239368, 17920568668605337113] num_examples=[172, 30, 199, 85] normalized_weights=[0.353909, 0.061728, 0.409465, 0.174897]
[exp5_eps1.0_seed2] round=1 alpha=1.0 cids=[424168118341963132, 3340893195441849391, 12055908228102642928, 13308540989968221988] num_examples=[172, 85, 199, 30] normalized_weights=[0.353909, 0.174897, 0.409465, 0.061728]
[exp5_eps1.0_seed2] round=2 alpha=1.0 cids=[424168118341963132, 3340893195441849391, 12055908228102642928, 13308540989968221988] num_examples=[172, 85, 199, 30] normalized_weights=[0.353909, 0.174897, 0.409465, 0.061728]
[exp5_eps1.0_seed2] round=3 alpha=1.0 cids=[424168118341963132, 3340893195441849391, 12055908228102642928, 13308540989968221988] num_examples=[172, 85, 199, 30] normalized_weights=[0.353909, 0.174897, 0.409465, 0.061728]
[exp5_eps1.0_seed2] round=4 alpha=1.0 cids=[424168118341963132, 3340893195441849391, 12055908228102642928, 13308540989968221988] num_examples=[172, 85, 199, 30] normalized_weights=[0.353909, 0.174897, 0.409465, 0.061728]
[exp5_eps1.0_seed2] round=5 alpha=1.0 cids=[424168118341963132, 3340893195441849391, 12055908228102642928, 13308540989968221988] num_examples=[172, 85, 199, 30] normalized_weights=[0.353909, 0.174897, 0.409465, 0.061728]
[exp5_eps1.0_seed2] round=6 alpha=1.0 cids=[424168118341963132, 3340893195441849391, 12055908228102642928, 13308540989968221988] num_examples=[172, 85, 199, 30] normalized_weights=[0.353909, 0.174897, 0.409465, 0.061728]
[exp5_eps1.0_seed2] round=7 alpha=1.0 cids=[424168118341963132, 3340893195441849391, 12055908228102642928, 13308540989968221988] num_examples=[172, 85, 199, 30] normalized_weights=[0.353909, 0.174897, 0.409465, 0.061728]
[exp5_eps1.0_seed2] round=8 alpha=1.0 cids=[424168118341963132, 3340893195441849391, 12055908228102642928, 13308540989968221988] num_examples=[172, 85, 199, 30] normalized_weights=[0.353909, 0.174897, 0.409465, 0.061728]
[exp5_eps1.0_seed2] round=9 alpha=1.0 cids=[424168118341963132, 3340893195441849391, 12055908228102642928, 13308540989968221988] num_examples=[172, 85, 199, 30] normalized_weights=[0.353909, 0.174897, 0.409465, 0.061728]
[exp5_eps1.0_seed2] round=10 alpha=1.0 cids=[424168118341963132, 3340893195441849391, 12055908228102642928, 13308540989968221988] num_examples=[172, 85, 199, 30] normalized_weights=[0.353909, 0.174897, 0.409465, 0.061728]
[exp5_eps1.0_seed2] round=11 alpha=1.0 cids=[424168118341963132, 3340893195441849391, 12055908228102642928, 13308540989968221988] num_examples=[172, 85, 199, 30] normalized_weights=[0.353909, 0.174897, 0.409465, 0.061728]
[exp5_eps1.0_seed2] round=12 alpha=1.0 cids=[424168118341963132, 3340893195441849391, 12055908228102642928, 13308540989968221988] num_examples=[172, 85, 199, 30] normalized_weights=[0.353909, 0.174897, 0.409465, 0.061728]
[exp5_eps1.0_seed2] round=13 alpha=1.0 cids=[424168118341963132, 3340893195441849391, 12055908228102642928, 13308540989968221988] num_examples=[172, 85, 199, 30] normalized_weights=[0.353909, 0.174897, 0.409465, 0.061728]
[exp5_eps1.0_seed2] round=14 alpha=1.0 cids=[424168118341963132, 3340893195441849391, 12055908228102642928, 13308540989968221988] num_examples=[172, 85, 199, 30] normalized_weights=[0.353909, 0.174897, 0.409465, 0.061728]
[exp5_eps1.0_seed2] round=15 alpha=1.0 cids=[424168118341963132, 3340893195441849391, 12055908228102642928, 13308540989968221988] num_examples=[172, 85, 199, 30] normalized_weights=[0.353909, 0.174897, 0.409465, 0.061728]
[exp5_eps1.0_seed2] round=16 alpha=1.0 cids=[424168118341963132, 3340893195441849391, 12055908228102642928, 13308540989968221988] num_examples=[172, 85, 199, 30] normalized_weights=[0.353909, 0.174897, 0.409465, 0.061728]
[exp5_eps1.0_seed2] round=17 alpha=1.0 cids=[424168118341963132, 3340893195441849391, 12055908228102642928, 13308540989968221988] num_examples=[172, 85, 199, 30] normalized_weights=[0.353909, 0.174897, 0.409465, 0.061728]
[exp5_eps1.0_seed2] round=18 alpha=1.0 cids=[424168118341963132, 3340893195441849391, 12055908228102642928, 13308540989968221988] num_examples=[172, 85, 199, 30] normalized_weights=[0.353909, 0.174897, 0.409465, 0.061728]
[exp5_eps1.0_seed2] round=19 alpha=1.0 cids=[424168118341963132, 3340893195441849391, 12055908228102642928, 13308540989968221988] num_examples=[172, 85, 199, 30] normalized_weights=[0.353909, 0.174897, 0.409465, 0.061728]
[exp5_eps1.0_seed2] round=20 alpha=1.0 cids=[424168118341963132, 3340893195441849391, 12055908228102642928, 13308540989968221988] num_examples=[172, 85, 199, 30] normalized_weights=[0.353909, 0.174897, 0.409465, 0.061728]
[exp5_eps3.0_seed0] round=1 alpha=1.0 cids=[5866876864703191577, 13547928343545751280, 15088278961489701781, 16797765493500358634] num_examples=[85, 199, 30, 172] normalized_weights=[0.174897, 0.409465, 0.061728, 0.353909]
[exp5_eps3.0_seed0] round=2 alpha=1.0 cids=[5866876864703191577, 13547928343545751280, 15088278961489701781, 16797765493500358634] num_examples=[85, 199, 30, 172] normalized_weights=[0.174897, 0.409465, 0.061728, 0.353909]
[exp5_eps3.0_seed0] round=3 alpha=1.0 cids=[5866876864703191577, 13547928343545751280, 15088278961489701781, 16797765493500358634] num_examples=[85, 199, 30, 172] normalized_weights=[0.174897, 0.409465, 0.061728, 0.353909]
[exp5_eps3.0_seed0] round=4 alpha=1.0 cids=[5866876864703191577, 13547928343545751280, 15088278961489701781, 16797765493500358634] num_examples=[85, 199, 30, 172] normalized_weights=[0.174897, 0.409465, 0.061728, 0.353909]
[exp5_eps3.0_seed0] round=5 alpha=1.0 cids=[5866876864703191577, 13547928343545751280, 15088278961489701781, 16797765493500358634] num_examples=[85, 199, 30, 172] normalized_weights=[0.174897, 0.409465, 0.061728, 0.353909]
[exp5_eps3.0_seed0] round=6 alpha=1.0 cids=[5866876864703191577, 13547928343545751280, 15088278961489701781, 16797765493500358634] num_examples=[85, 199, 30, 172] normalized_weights=[0.174897, 0.409465, 0.061728, 0.353909]
[exp5_eps3.0_seed0] round=7 alpha=1.0 cids=[5866876864703191577, 13547928343545751280, 15088278961489701781, 16797765493500358634] num_examples=[85, 199, 30, 172] normalized_weights=[0.174897, 0.409465, 0.061728, 0.353909]
[exp5_eps3.0_seed0] round=8 alpha=1.0 cids=[5866876864703191577, 13547928343545751280, 15088278961489701781, 16797765493500358634] num_examples=[85, 199, 30, 172] normalized_weights=[0.174897, 0.409465, 0.061728, 0.353909]
[exp5_eps3.0_seed0] round=9 alpha=1.0 cids=[5866876864703191577, 13547928343545751280, 15088278961489701781, 16797765493500358634] num_examples=[85, 199, 30, 172] normalized_weights=[0.174897, 0.409465, 0.061728, 0.353909]
[exp5_eps3.0_seed0] round=10 alpha=1.0 cids=[5866876864703191577, 13547928343545751280, 15088278961489701781, 16797765493500358634] num_examples=[85, 199, 30, 172] normalized_weights=[0.174897, 0.409465, 0.061728, 0.353909]
[exp5_eps3.0_seed0] round=11 alpha=1.0 cids=[5866876864703191577, 13547928343545751280, 15088278961489701781, 16797765493500358634] num_examples=[85, 199, 30, 172] normalized_weights=[0.174897, 0.409465, 0.061728, 0.353909]
[exp5_eps3.0_seed0] round=12 alpha=1.0 cids=[5866876864703191577, 13547928343545751280, 15088278961489701781, 16797765493500358634] num_examples=[85, 199, 30, 172] normalized_weights=[0.174897, 0.409465, 0.061728, 0.353909]
[exp5_eps3.0_seed0] round=13 alpha=1.0 cids=[5866876864703191577, 13547928343545751280, 15088278961489701781, 16797765493500358634] num_examples=[85, 199, 30, 172] normalized_weights=[0.174897, 0.409465, 0.061728, 0.353909]
[exp5_eps3.0_seed0] round=14 alpha=1.0 cids=[5866876864703191577, 13547928343545751280, 15088278961489701781, 16797765493500358634] num_examples=[85, 199, 30, 172] normalized_weights=[0.174897, 0.409465, 0.061728, 0.353909]
[exp5_eps3.0_seed0] round=15 alpha=1.0 cids=[5866876864703191577, 13547928343545751280, 15088278961489701781, 16797765493500358634] num_examples=[85, 199, 30, 172] normalized_weights=[0.174897, 0.409465, 0.061728, 0.353909]
[exp5_eps3.0_seed0] round=16 alpha=1.0 cids=[5866876864703191577, 13547928343545751280, 15088278961489701781, 16797765493500358634] num_examples=[85, 199, 30, 172] normalized_weights=[0.174897, 0.409465, 0.061728, 0.353909]
[exp5_eps3.0_seed0] round=17 alpha=1.0 cids=[5866876864703191577, 13547928343545751280, 15088278961489701781, 16797765493500358634] num_examples=[85, 199, 30, 172] normalized_weights=[0.174897, 0.409465, 0.061728, 0.353909]
[exp5_eps3.0_seed0] round=18 alpha=1.0 cids=[5866876864703191577, 13547928343545751280, 15088278961489701781, 16797765493500358634] num_examples=[85, 199, 30, 172] normalized_weights=[0.174897, 0.409465, 0.061728, 0.353909]
[exp5_eps3.0_seed0] round=19 alpha=1.0 cids=[5866876864703191577, 13547928343545751280, 15088278961489701781, 16797765493500358634] num_examples=[85, 199, 30, 172] normalized_weights=[0.174897, 0.409465, 0.061728, 0.353909]
[exp5_eps3.0_seed0] round=20 alpha=1.0 cids=[5866876864703191577, 13547928343545751280, 15088278961489701781, 16797765493500358634] num_examples=[85, 199, 30, 172] normalized_weights=[0.174897, 0.409465, 0.061728, 0.353909]
[exp5_eps3.0_seed1] round=1 alpha=1.0 cids=[1113884679504235716, 9741876237761347645, 12402169930365175315, 12476132635661601738] num_examples=[30, 199, 85, 172] normalized_weights=[0.061728, 0.409465, 0.174897, 0.353909]
[exp5_eps3.0_seed1] round=2 alpha=1.0 cids=[1113884679504235716, 9741876237761347645, 12402169930365175315, 12476132635661601738] num_examples=[30, 199, 85, 172] normalized_weights=[0.061728, 0.409465, 0.174897, 0.353909]
[exp5_eps3.0_seed1] round=3 alpha=1.0 cids=[1113884679504235716, 9741876237761347645, 12402169930365175315, 12476132635661601738] num_examples=[30, 199, 85, 172] normalized_weights=[0.061728, 0.409465, 0.174897, 0.353909]
[exp5_eps3.0_seed1] round=4 alpha=1.0 cids=[1113884679504235716, 9741876237761347645, 12402169930365175315, 12476132635661601738] num_examples=[30, 199, 85, 172] normalized_weights=[0.061728, 0.409465, 0.174897, 0.353909]
[exp5_eps3.0_seed1] round=5 alpha=1.0 cids=[1113884679504235716, 9741876237761347645, 12402169930365175315, 12476132635661601738] num_examples=[30, 199, 85, 172] normalized_weights=[0.061728, 0.409465, 0.174897, 0.353909]
[exp5_eps3.0_seed1] round=6 alpha=1.0 cids=[1113884679504235716, 9741876237761347645, 12402169930365175315, 12476132635661601738] num_examples=[30, 199, 85, 172] normalized_weights=[0.061728, 0.409465, 0.174897, 0.353909]
[exp5_eps3.0_seed1] round=7 alpha=1.0 cids=[1113884679504235716, 9741876237761347645, 12402169930365175315, 12476132635661601738] num_examples=[30, 199, 85, 172] normalized_weights=[0.061728, 0.409465, 0.174897, 0.353909]
[exp5_eps3.0_seed1] round=8 alpha=1.0 cids=[1113884679504235716, 9741876237761347645, 12402169930365175315, 12476132635661601738] num_examples=[30, 199, 85, 172] normalized_weights=[0.061728, 0.409465, 0.174897, 0.353909]
[exp5_eps3.0_seed1] round=9 alpha=1.0 cids=[1113884679504235716, 9741876237761347645, 12402169930365175315, 12476132635661601738] num_examples=[30, 199, 85, 172] normalized_weights=[0.061728, 0.409465, 0.174897, 0.353909]
[exp5_eps3.0_seed1] round=10 alpha=1.0 cids=[1113884679504235716, 9741876237761347645, 12402169930365175315, 12476132635661601738] num_examples=[30, 199, 85, 172] normalized_weights=[0.061728, 0.409465, 0.174897, 0.353909]
[exp5_eps3.0_seed1] round=11 alpha=1.0 cids=[1113884679504235716, 9741876237761347645, 12402169930365175315, 12476132635661601738] num_examples=[30, 199, 85, 172] normalized_weights=[0.061728, 0.409465, 0.174897, 0.353909]
[exp5_eps3.0_seed1] round=12 alpha=1.0 cids=[1113884679504235716, 9741876237761347645, 12402169930365175315, 12476132635661601738] num_examples=[30, 199, 85, 172] normalized_weights=[0.061728, 0.409465, 0.174897, 0.353909]
[exp5_eps3.0_seed1] round=13 alpha=1.0 cids=[1113884679504235716, 9741876237761347645, 12402169930365175315, 12476132635661601738] num_examples=[30, 199, 85, 172] normalized_weights=[0.061728, 0.409465, 0.174897, 0.353909]
[exp5_eps3.0_seed1] round=14 alpha=1.0 cids=[1113884679504235716, 9741876237761347645, 12402169930365175315, 12476132635661601738] num_examples=[30, 199, 85, 172] normalized_weights=[0.061728, 0.409465, 0.174897, 0.353909]
[exp5_eps3.0_seed1] round=15 alpha=1.0 cids=[1113884679504235716, 9741876237761347645, 12402169930365175315, 12476132635661601738] num_examples=[30, 199, 85, 172] normalized_weights=[0.061728, 0.409465, 0.174897, 0.353909]
[exp5_eps3.0_seed1] round=16 alpha=1.0 cids=[1113884679504235716, 9741876237761347645, 12402169930365175315, 12476132635661601738] num_examples=[30, 199, 85, 172] normalized_weights=[0.061728, 0.409465, 0.174897, 0.353909]
[exp5_eps3.0_seed1] round=17 alpha=1.0 cids=[1113884679504235716, 9741876237761347645, 12402169930365175315, 12476132635661601738] num_examples=[30, 199, 85, 172] normalized_weights=[0.061728, 0.409465, 0.174897, 0.353909]
[exp5_eps3.0_seed1] round=18 alpha=1.0 cids=[1113884679504235716, 9741876237761347645, 12402169930365175315, 12476132635661601738] num_examples=[30, 199, 85, 172] normalized_weights=[0.061728, 0.409465, 0.174897, 0.353909]
